SAMPLE_ID,PROJECT,Library Source,Instrument Platform,Instrument Model,Library Layout,Library Strategy,,host,Reference (PMID),comment,
SRR24829155,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T438F-wk4d31,
SRR24829174,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T464M-wk1d7,
SRR24829156,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T438F-wk4d29,
SRR24829175,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T464M-wk0d3,
SRR24829165,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T433F-Day-1-Terminal,
SRR24829178,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T411F-Day-1-Terminal,
SRR24829181,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T411F-wk5d35,
SRR24829166,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T433F-wk6,
SRR24829183,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T411F-wk4d29,
SRR24829171,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T464M-wk3_S35,
SRR24829195,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T456M-wk5d35,
SRR24829176,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T464M-wk0d1,
SRR24829197,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T456M-wk4d29,
SRR24829199,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T456M-wk3,
SRR24829179,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T411F-wk6,
SRR24829200,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T456M-wk2,
SRR24829180,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T411F-wk5d38,
SRR24829201,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T456M-wk1d10,
SRR24829203,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T456M-wk0d3,
SRR24829182,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T411F-wk4d31,
SRR24829205,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T456M-wk-1,
SRR24829184,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T411F-wk4d28,
SRR24829207,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T451F-wk5d35,
SRR24829185,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T411F-wk3,
SRR24829208,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T442F-wk4d29,
SRR24829189,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T411F-wk0d3,
SRR24829211,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T451F-wk4d28,
SRR24829190,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T411F-wk0d1,
SRR24829220,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,,
SRR24829193,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,,
SRR24829227,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T441F-wk4d31,
SRR24829194,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T456M-wk5d38,
SRR24829228,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T441F-wk4d29,
SRR24829196,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T456M-wk4d31,
SRR24829235,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T441F-wk0d1,
SRR24829202,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T456M-wk1d7,
SRR24829206,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T451F-Group-VI-Necropsy,
SRR24829209,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T451F-wk4d31,
SRR24829237,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T433F-wk4d31,
SRR24829210,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T451F-wk4d29,
SRR24829239,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T433F-wk4d28,
SRR24829240,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T433F-wk3,
SRR24829241,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,,
SRR24829246,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T433F-wk-1,
SRR24829217,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T466M-wk5d35,
SRR24829250,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T450F-wk5d35,
SRR24829218,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T466M-wk4d31,
SRR24829257,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T442F-wk6,
SRR24829259,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T442F-wk5d35,
SRR24829219,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T466M-wk4d29,
SRR24829226,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T441F-wk5d35,
SRR24829260,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T442F-wk4d31,
SRR24829229,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T441F-wk4d28,
SRR24829231,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T441F-wk2,
SRR24829232,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T441F-wk1d10,
SRR24829233,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T441F-wk1d7,
SRR24829234,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T441F-wk0d3,
SRR24829236,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T441F-wk-1,
SRR24829242,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T433F-wk1d10,
SRR24829243,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T433F-wk1d7,
SRR24829245,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T433F-wk0d1,
SRR24829248,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T460M-wk-1,
SRR24829251,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T450F-wk4d31,
SRR24829253,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,,
SRR24829256,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T442F-Day-1-Terminal,
SRR24828994,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T442F-wk4d28,
SRR24829006,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T447F-wk4d31,
SRR24829008,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T447F-wk4d28,
SRR24829011,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T444F-wk2,
SRR24829017,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T461M-Day-2-Terminal,
SRR24829018,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T461M-wk6,
SRR24829020,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T461M-wk5d35,
SRR24829024,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T461M-wk3,
SRR24829025,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T461M-wk2,
SRR24829026,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T461M-wk1d10,
SRR24829028,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T461M-wk0d3,
SRR24829032,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T447F-wk1d7,
SRR24829034,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T447F-wk0d1,
SRR24829035,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T447F-wk-1,
SRR24829040,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T439F-wk4d31,
SRR24829041,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T439F-wk4d29,
SRR24829042,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T439F-wk4d28,
SRR24829043,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T439F-wk3,
SRR24829047,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T439F-wk0d3,
SRR24829049,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T443F-wk1d10,
SRR24829053,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T443F-wk-1,
SRR24829061,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T462M-wk3,
SRR24829063,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T462M-wk1d10,
SRR24829066,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T462M-wk0d1,
SRR24829068,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T437F-Day-1-Terminal,
SRR24829069,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T437F-wk6,
SRR24829079,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T437F-wk0d3,
SRR24829081,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T437F-wk-1,
SRR24829082,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T445F-Day-2-Terminal,
SRR24829083,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T445F-wk5d35,
SRR24829087,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T445F-wk3,
SRR24829098,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T409F-wk4d31,
SRR24829100,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T409F-wk4d28,
SRR24829104,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T409F-wk1d7,
SRR24829105,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T409F-wk0d3,
SRR24829110,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T465M-wk4d31,
SRR24829112,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T465M-wk4d28,
SRR24829113,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T465M-wk3,
SRR24829114,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T465M-wk2,
SRR24829118,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T465M-wk0d1,
SRR24829125,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T443F-wk4d29,
SRR24829127,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T443F-wk3,
SRR24829131,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T448F-wk5d38,
SRR24829137,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T448F-wk2,
SRR24829138,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T448F-wk1d10,
SRR24829141,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T448F-wk0d1,
SRR24829142,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T448F-wk-1,
SRR24829143,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T444F-Day-2-Terminal,
SRR24829157,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T438F-wk4d28,
SRR24829159,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T438F-wk2,
SRR24829161,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T438F-wk1d7,
SRR24829163,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T438F-wk0d1,
SRR24829164,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T438F-wk-1,
SRR24829167,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T433F-wk5d38,
SRR24829168,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T433F-wk5d35,
SRR24829173,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T464M-wk1d10,
SRR24829177,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T464M-wk-1,
SRR24829186,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T411F-wk2,
SRR24829187,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T411F-wk1d10,
SRR24829188,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T411F-wk1d7,
SRR24829191,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T411F-wk-1,
SRR24829192,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T456M-Day-2-Terminal,
SRR24829198,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T456M-wk4d28,
SRR24829204,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,,
SRR24829214,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T465M-Day-2-Terminal,
SRR24829215,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T465M-wk6,
SRR24829216,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T465M-wk5d38,
SRR24829223,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T441F-Day-1-Terminal,
SRR24829224,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T441F-wk6,
SRR24829225,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T441F-wk5d38,
SRR24829230,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T441F-wk3,
SRR24829238,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T433F-wk4d29,
SRR24829244,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T433F-wk0d3,
SRR24829247,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T460M-wk3,
SRR24829249,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T450F-Group-VI-Necropsy,
SRR24829252,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,,
SRR24829258,PRJNA980137,TRANSCRIPTOMIC,ILLUMINA,Illumina NovaSeq 6000,PAIRED,RNA-Seq,cDNA,rheMacaca+MPXV,37734373,T442F-wk5d38,
SRR20752877,PRJNA860737,TRANSCRIPTOMIC,OXFORD_NANOPORE,MinION,SINGLE,AMPLICON,,human+MPXV,-,,
SRR20752878,PRJNA860737,TRANSCRIPTOMIC,OXFORD_NANOPORE,MinION,SINGLE,AMPLICON,,human+MPXV,-,,
SRR20752881,PRJNA860737,TRANSCRIPTOMIC,OXFORD_NANOPORE,MinION,SINGLE,AMPLICON,,human+MPXV,-,,
